old	new	0.8219170133791943
smart	intelligent	0.6159173347575235
hard	difficult	0.825827652241032
happy	cheerful	0.7241383505239615
hard	easy	0.8269741003006911
fast	rapid	0.7565569446306404
happy	glad	0.7255546471120604
short	long	0.8716924698710271
stupid	dumb	0.7440317762838552
weird	strange	0.6511388686602134
wide	narrow	0.8149166917698566
bad	awful	0.5959526134506036
easy	difficult	0.9282295582386056
bad	terrible	0.8810175304227607
hard	simple	0.7898993960745226
smart	dumb	0.6629076314270935
insane	crazy	0.7271130566801974
happy	mad	0.6897886152631404
large	huge	0.9606299204677399
hard	tough	0.8146907672896997
new	fresh	0.7485530950689233
sharp	dull	0.8298725544078042
quick	rapid	0.8103923345852192
dumb	foolish	0.71401374212095
wonderful	terrific	0.6771966904924334
strange	odd	0.6215802514610036
happy	angry	0.7025528714368613
narrow	broad	0.9321467943417686
simple	easy	0.4914583461748632
old	fresh	0.5981297732497382
apparent	obvious	0.9003782283952751
inexpensive	cheap	0.8457582854920292
nice	generous	0.86095279212858
weird	normal	0.6969694775433791
weird	odd	0.47898119313277476
bad	immoral	0.7231407125117902
sad	funny	0.8352199840686773
wonderful	great	0.8260272109965628
guilty	ashamed	0.713547149809949
beautiful	wonderful	0.8354645415775361
confident	sure	0.65030057689073
dumb	dense	0.66018334273549
large	big	0.725254869235071
nice	cruel	0.7560667248884259
impatient	anxious	0.5562948024183025
big	broad	0.7832165758946856
strong	proud	0.6551132392574714
unnecessary	necessary	0.7978429380737654
restless	young	0.7103530228692546
dumb	intelligent	0.6744837021606686
bad	great	0.8454411528052215
difficult	simple	0.5095681114820946
necessary	important	0.6494059089703679
bad	terrific	0.5802561795292528
mad	glad	0.4414271949138466
honest	guilty	0.5300024318301124
easy	tough	0.5093312665174051
easy	flexible	0.5222356805062977
certain	sure	0.460227407677433
essential	necessary	0.8539802053550702
different	normal	0.7961309960713687
sly	clever	0.6777816385100252
crucial	important	0.7240818066298971
harsh	cruel	0.803175704250588
childish	foolish	0.7217434653840109
scarce	rare	0.8108873334055716
friendly	generous	0.8514630305729699
fragile	frigid	0.6950770209606623
long	narrow	0.8471533931126022
big	heavy	0.794608361749619
rough	frigid	0.6810316799755987
bizarre	strange	0.852360001323449
illegal	immoral	0.7726243762403027
bad	guilty	0.6297564068762758
modern	ancient	0.9442055911924228
new	ancient	0.8516112375430555
dull	funny	0.816202721960714
happy	young	0.8092705033085599
easy	big	0.3640542484949961
great	awful	0.5565224113224267
tiny	huge	0.9440315042550618
polite	proper	0.7329346722786656
modest	ashamed	0.4788274453546859
exotic	rare	0.6454094688058298
dumb	clever	0.7266416271614529
delightful	wonderful	0.675251515027218
noticeable	obvious	0.7257219378203602
afraid	anxious	0.5825241939903986
formal	proper	0.9119782619137254
dreary	dull	0.5718927291976331
delightful	cheerful	0.7362465209886516
unhappy	mad	0.48091353699084455
sad	terrible	0.8309902513825833
sick	crazy	0.8068853209091388
violent	angry	0.6408437294702897
laden	heavy	0.3156608296859244
dirty	cheap	0.7720850638880179
elastic	flexible	0.6688574725669554
hard	dense	0.7244364099804526
recent	new	0.6632525329586911
bold	proud	0.6376101430621194
sly	strange	0.6624425846954526
strange	sly	0.6624425846954526
dumb	rare	0.6064242156655181
sly	tough	0.7289823387201777
terrific	mad	0.49064560815363417
modest	flexible	0.7832229900110865
fresh	wide	0.6687129813312179
huge	dumb	0.5013104155111785
large	flexible	0.6663229653701058
dirty	narrow	0.8640256069041583
wife	husband	0.2798708015411913
book	text	0.9694734402408987
groom	bride	0.7255198713328119
night	day	0.9192459240192098
south	north	0.9916508514642022
plane	airport	0.8311423137213632
uncle	aunt	0.8793371327006417
horse	mare	0.8885808356118615
bottom	top	0.9784705965354168
friend	buddy	0.5572357007881881
student	pupil	0.883308303942747
world	globe	0.8845076159744548
leg	arm	0.9767552622166283
plane	jet	0.8759685046148786
woman	man	0.967435283232163
horse	colt	0.7861535269236433
actress	actor	0.9251291228459837
teacher	instructor	0.8283550447977931
movie	film	0.9880964321595047
bird	hawk	0.7625612366693367
word	dictionary	0.7871865850795401
money	salary	0.7844196693075508
dog	cat	0.9690907947412138
area	region	0.9851213823015361
navy	army	0.9562542301423002
book	literature	0.7835103524031238
clothes	closet	0.5777280238306968
sunset	sunrise	0.8355987156989545
child	adult	0.7215585504032093
cow	cattle	0.6943252069447992
